player,start_rank,start_points,difference,finish_rank,finish_points
Lee Marney,0,0,,462,0
Damian Massey,0,0,,459,0
Julian Mills,0,0,,458,0
Matt Bayley,0,0,,453,0
Andrew Radford,0,0,,446,0
Daniel Haenga,0,0,,444,0
Kevin McCallum,0,0,,438,0
Edvard Matthiasson,0,0,,437,0
Darren Paris,0,0,,436,0
Tom Bell,0,0,,435,0
John Bedford,0,0,,432,0
Stephen Kershaw,0,0,,429,0
Daniele Zagaroli,0,0,,425,0
Darren Mirza,0,0,,414,0
Johnny Kemp,0,0,,405,0
Wilfred Dijkstra,0,0,,402,0
Andrew Krasinski,0,0,,400,0
Matthew Catchpole,0,0,,394,0
Declan Hughes,0,0,,381,0
Mario Geudens,0,0,,367,0
Patrick Delsemme,0,0,,365,0
Gareth Chilcott,0,0,,363,0
Philip Williams,0,0,,357,0
Craig Bradshaw,0,0,,353,0
Wayne Saidler,0,0,,350,0
John Bayliss,0,0,,329,0
Mario Fernandez,0,0,,299,0
Tim Bailey,0,0,,286,0
Matt Wilson,0,0,,261,0
Neil Mosley,0,0,,243,0
Michael Duffy,0,0,,231,0
Robin Hull,0,0,,212,0
Gary Ponting,0,0,,173,0
Gerard Greene,0,0,,169,0
